entity	relation	tag
87	taggedAs	17672
2819	film.person_or_entity_appearing_in_film.film	8558
3326	taggedAs	9473
1358	film.actor.film	4858
1972	taggedAs	9728
901	taggedAs	11035
1150	taggedAs	9365
254	taggedAs	9757
1579	film.person_or_entity_appearing_in_film.film	5588
2255	music.artist.origin	3966
3174	taggedAs	9899
36	music.producer.tracks_produced	7922
1434	film.actor.film	6774
1353	taggedAs	9559
58	taggedAs	9494
457	taggedAs	9551
974	film.person_or_entity_appearing_in_film.film	7223
693	taggedAs	9494
1577	taggedAs	9580
2153	music.artist.origin	3870
270	film.actor.film	6371
3321	film.actor.film	4748
527	people.person.place_of_birth	3859
115	film.person_or_entity_appearing_in_film.film	9059
329	taggedAs	12090
1556	film.actor.film	6419
3775	taggedAs	9447
1506	taggedAs	9388
329	taggedAs	9382
1411	taggedAs	9728
662	film.actor.film	4467
2785	taggedAs	9910
670	taggedAs	21155
475	taggedAs	9629
3371	taggedAs	9716
1057	taggedAs	9403
2148	taggedAs	11244
2997	taggedAs	10719
442	taggedAs	9397
1735	taggedAs	9443
1175	taggedAs	9592
2712	film.person_or_entity_appearing_in_film.film	7215
763	taggedAs	9551
261	music.artist.track	6316
2785	taggedAs	9447
935	taggedAs	10842
510	music.producer.tracks_produced	5169
1792	people.person.place_of_birth	4665
2359	film.person_or_entity_appearing_in_film.film	6858
2601	taggedAs	14138
314	taggedAs	10628
643	film.person_or_entity_appearing_in_film.film	7474
1065	taggedAs	9716
2241	film.distributor.film	7618
104	taggedAs	10189
764	taggedAs	9443
923	film.actor.film	8103
1200	taggedAs	9382
353	taggedAs	10006
3718	music.artist.origin	4639
1709	taggedAs	9466
2953	taggedAs	17259
538	taggedAs	9598
602	taggedAs	9377
1869	taggedAs	9442
495	taggedAs	9437
832	taggedAs	10062
2003	taggedAs	9548
1662	film.person_or_entity_appearing_in_film.film	7802
2455	taggedAs	9452
2514	taggedAs	9546
1448	taggedAs	9445
1211	film.actor.film	8081
3604	people.person.place_of_birth	6494
1691	taggedAs	9559
1078	taggedAs	18796
2711	film.actor.film	7153
2241	film.production_company.film	6984
3426	taggedAs	15303
458	music.artist.album	6698
2711	film.actor.film	5612
133	taggedAs	10126
1703	taggedAs	12921
2241	film.distributor.film	6790
1240	people.person.place_of_birth	6036
29	music.artist.origin	5265
50	taggedAs	9498
2635	film.person_or_entity_appearing_in_film.film	4313
3452	music.artist.origin	4552
1174	taggedAs	9452
261	award.competitor.awards_won	7729
1514	music.artist.origin	4391
899	taggedAs	15814
1043	taggedAs	11726
158	taggedAs	9845
1216	taggedAs	9368
1085	film.person_or_entity_appearing_in_film.film	8722
244	taggedAs	9750
483	taggedAs	9921
1082	taggedAs	12090
1791	taggedAs	9454
765	taggedAs	9494
2122	award.nominee.award_nominations	4293
3049	film.person_or_entity_appearing_in_film.film	9236
1026	taggedAs	9443
3829	music.artist.origin	6618
469	taggedAs	14658
408	people.person.place_of_birth	5125
630	taggedAs	9389
599	film.actor.film	8467
250	taggedAs	9437
302	taggedAs	9540
1402	taggedAs	9377
24	taggedAs	9921
453	taggedAs	10299
2452	taggedAs	9384
3105	taggedAs	16650
1008	taggedAs	9443
54	taggedAs	17366
3087	film.person_or_entity_appearing_in_film.film	7837
52	taggedAs	11008
1141	film.actor.film	6528
66	taggedAs	9565
2498	taggedAs	9445
1406	taggedAs	9656
3642	taggedAs	9397
128	taggedAs	9668
2767	taggedAs	9445
469	taggedAs	9877
3825	taggedAs	9385
3359	music.artist.origin	7309
2103	taggedAs	9559
2206	music.artist.origin	4262
356	taggedAs	13647
2479	taggedAs	9613
78	taggedAs	9443
1479	people.person.place_of_birth	4094
2194	taggedAs	9559
3317	taggedAs	9388
3234	taggedAs	9469
676	taggedAs	9431
3065	taggedAs	9989
756	taggedAs	9442
1877	people.person.place_of_birth	5228
2162	taggedAs	10869
483	taggedAs	9602
277	taggedAs	9875
2206	film.actor.film	4742
2635	film.person_or_entity_appearing_in_film.film	7581
409	music.artist.origin	4673
3262	taggedAs	11359
591	taggedAs	11875
1334	music.artist.origin	4175
437	film.actor.film	4181
115	taggedAs	11118
32	taggedAs	10859
2437	film.person_or_entity_appearing_in_film.film	4974
1891	film.person_or_entity_appearing_in_film.film	6038
857	taggedAs	9450
2976	taggedAs	9388
2487	film.person_or_entity_appearing_in_film.film	6924
2218	taggedAs	9431
1046	taggedAs	9909
683	film.person_or_entity_appearing_in_film.film	6589
971	music.artist.origin	3961
2558	music.artist.origin	6095
915	taggedAs	9443
1601	taggedAs	10918
51	taggedAs	11428
932	taggedAs	9639
3579	film.person_or_entity_appearing_in_film.film	4156
2080	film.person_or_entity_appearing_in_film.film	7742
517	taggedAs	9443
1523	taggedAs	9546
159	taggedAs	9592
1786	film.person_or_entity_appearing_in_film.film	4043
655	taggedAs	9365
3516	people.person.place_of_birth	4170
735	music.artist.album	8551
1536	taggedAs	9451
3827	film.person_or_entity_appearing_in_film.film	5880
3745	film.actor.film	6370
843	taggedAs	9433
1503	taggedAs	9558
3598	film.person_or_entity_appearing_in_film.film	7806
2076	taggedAs	9388
3463	music.artist.origin	4380
1791	taggedAs	9934
574	taggedAs	9398
916	taggedAs	9437
623	film.actor.film	7696
1154	film.person_or_entity_appearing_in_film.film	4886
655	taggedAs	9751
2273	taggedAs	9890
2711	film.actor.film	5263
239	taggedAs	13154
275	taggedAs	9611
941	taggedAs	11504
1981	music.musician.instruments_played	5174
1130	taggedAs	9443
1378	film.actor.film	5974
158	taggedAs	9377
2194	taggedAs	9389
901	film.actor.film	8064
977	film.actor.film	4278
2352	music.artist.origin	4057
2489	taggedAs	11479
2070	film.actor.film	6577
487	taggedAs	9378
633	film.actor.film	8129
1073	taggedAs	9403
3579	film.actor.film	6681
2058	taggedAs	9660
484	film.person_or_entity_appearing_in_film.film	3856
3317	film.person_or_entity_appearing_in_film.film	6970
41	taggedAs	9549
484	film.actor.film	8136
1358	film.person_or_entity_appearing_in_film.film	6737
1927	music.musician.instruments_played	4349
2241	film.distributor.film	5225
1408	taggedAs	10718
561	taggedAs	12090
6	music.artist.origin	4133
1250	taggedAs	10107
2597	taggedAs	10327
3738	cvg.publisher.games_published	8398
391	taggedAs	9649
1475	film.actor.film	8911
3251	taggedAs	9656
22	taggedAs	10811
3780	taggedAs	9491
2520	taggedAs	9670
235	taggedAs	10026
608	taggedAs	17599
538	taggedAs	10145
755	taggedAs	21573
2241	film.production_company.film	8140
1122	taggedAs	17005
2208	film.person_or_entity_appearing_in_film.film	4026
2455	taggedAs	9382
2727	taggedAs	9755
3661	film.person_or_entity_appearing_in_film.film	3886
115	film.actor.film	7022
794	taggedAs	9914
1347	people.person.place_of_birth	3947
437	film.actor.film	7280
74	taggedAs	9403
2241	film.production_company.film	8947
2314	taggedAs	9907
897	taggedAs	10719
2567	taggedAs	9382
385	taggedAs	9473
117	taggedAs	9592
958	taggedAs	9551
2241	film.distributor.film	8691
1672	taggedAs	9890
507	taggedAs	9466
1389	taggedAs	15847
3843	taggedAs	9485
3582	film.actor.film	4434
2460	film.actor.film	7812
1237	taggedAs	9382
1599	taggedAs	9377
646	film.actor.film	5216
772	taggedAs	9437
1308	taggedAs	19183
2980	taggedAs	10145
196	taggedAs	11700
546	taggedAs	9425
629	film.writer.film	4849
442	taggedAs	9378
2635	film.actor.film	8187
1872	film.actor.film	4510
733	music.artist.origin	4009
1475	film.person_or_entity_appearing_in_film.film	8911
3407	music.artist.origin	4391
1719	taggedAs	9809
3779	film.actor.film	6022
1702	taggedAs	11086
3022	taggedAs	9437
5	taggedAs	9382
2682	people.person.place_of_birth	4081
2969	taggedAs	9555
73	taggedAs	9494
1962	film.person_or_entity_appearing_in_film.film	8921
2516	taggedAs	9436
2054	taggedAs	9531
3373	taggedAs	9431
1257	taggedAs	9570
796	taggedAs	9467
1342	taggedAs	10214
615	event.agent.performance	5732
192	music.producer.tracks_produced	8791
2648	taggedAs	11503
261	taggedAs	21651
1079	film.cinematographer.film	6169
1348	taggedAs	10092
91	taggedAs	9388
1870	music.artist.origin	5521
417	taggedAs	10066
2833	taggedAs	9397
912	taggedAs	9466
3093	taggedAs	9384
388	taggedAs	9613
1395	taggedAs	9549
377	film.person_or_entity_appearing_in_film.film	6462
1390	taggedAs	11974
1332	taggedAs	9556
2082	music.artist.origin	4053
2241	film.distributor.film	7147
2309	taggedAs	9469
484	film.actor.film	7896
2241	film.distributor.film	7261
2252	taggedAs	9388
3132	film.person_or_entity_appearing_in_film.film	8049
136	taggedAs	9602
128	film.actor.film	7439
2241	film.distributor.film	4627
1278	film.actor.film	4837
2298	taggedAs	9411
252	taggedAs	11502
790	taggedAs	12900
688	taggedAs	9448
635	people.person.place_of_birth	3942
1586	taggedAs	9452
417	music.artist.origin	3961
3132	film.actor.film	8147
507	taggedAs	9864
1599	people.person.place_of_birth	3846
2360	film.person_or_entity_appearing_in_film.film	6258
418	taggedAs	9531
901	film.person_or_entity_appearing_in_film.film	9324
1501	taggedAs	9382
195	taggedAs	9377
1110	taggedAs	10188
2678	film.actor.film	8070
645	film.actor.film	9214
1204	film.actor.film	6499
1120	taggedAs	9382
1114	taggedAs	19183
337	taggedAs	9382
2126	people.person.place_of_birth	5916
1677	taggedAs	10562
110	music.artist.origin	3946
2600	taggedAs	9380
109	taggedAs	10592
949	taggedAs	9437
3489	taggedAs	9708
2454	taggedAs	9548
134	taggedAs	12871
2434	taggedAs	9796
1199	taggedAs	9528
2241	film.production_company.film	7650
3286	taggedAs	11889
1587	music.artist.origin	7588
898	film.person_or_entity_appearing_in_film.film	7100
115	film.person_or_entity_appearing_in_film.film	8502
540	taggedAs	9498
399	taggedAs	11098
119	taggedAs	9716
469	taggedAs	12412
582	music.artist.origin	4057
1798	taggedAs	9549
2710	music.artist.album	5322
334	taggedAs	19109
57	taggedAs	9397
912	film.actor.film	6087
36	taggedAs	9577
1526	film.person_or_entity_appearing_in_film.film	3937
858	taggedAs	10461
155	taggedAs	10628
860	taggedAs	9760
883	taggedAs	9755
492	film.person_or_entity_appearing_in_film.film	6203
2157	taggedAs	9450
3109	film.person_or_entity_appearing_in_film.film	3908
74	taggedAs	12544
100	taggedAs	9905
469	film.actor.film	9128
977	film.person_or_entity_appearing_in_film.film	4278
3446	film.person_or_entity_appearing_in_film.film	5002
774	film.person_or_entity_appearing_in_film.film	6332
1397	taggedAs	9445
171	taggedAs	9365
3052	film.actor.film	5830
115	film.actor.film	4111
911	taggedAs	11507
254	taggedAs	12936
3103	people.person.place_of_birth	3942
288	taggedAs	9660
681	taggedAs	13016
3374	people.person.place_of_birth	4583
3210	taggedAs	9437
3203	music.artist.origin	5265
3094	taggedAs	9796
1604	taggedAs	9373
3512	taggedAs	15303
2888	taggedAs	10574
479	taggedAs	21582
708	taggedAs	9559
3676	film.actor.film	9354
1439	film.actor.film	4752
1794	taggedAs	9445
447	taggedAs	9551
445	taggedAs	9858
2635	film.actor.film	6938
3441	taggedAs	9388
2	taggedAs	9905
3061	taggedAs	9398
68	taggedAs	12545
2913	film.actor.film	5167
622	film.person_or_entity_appearing_in_film.film	6234
1772	film.person_or_entity_appearing_in_film.film	4203
1806	film.person_or_entity_appearing_in_film.film	4202
993	film.person_or_entity_appearing_in_film.film	7884
3381	film.actor.film	9130
171	taggedAs	17665
548	film.person_or_entity_appearing_in_film.film	8963
2804	taggedAs	9716
636	film.person_or_entity_appearing_in_film.film	7625
3579	film.person_or_entity_appearing_in_film.film	6617
510	taggedAs	10122
237	taggedAs	9577
254	taggedAs	10716
2396	taggedAs	9541
3546	film.actor.film	6008
815	people.deceased_person.place_of_death	5227
3673	music.artist.origin	6554
487	taggedAs	10253
2658	film.person_or_entity_appearing_in_film.film	7784
654	taggedAs	16162
2697	taggedAs	21456
1708	taggedAs	12901
1277	taggedAs	13022
960	taggedAs	9425
1549	taggedAs	9551
2888	taggedAs	11482
2553	taggedAs	9545
300	taggedAs	9906
2216	taggedAs	9611
67	film.person_or_entity_appearing_in_film.film	4914
3344	film.actor.film	8284
1046	taggedAs	18797
2715	film.actor.film	4263
2242	film.person_or_entity_appearing_in_film.film	7878
30	film.actor.film	6696
7	music.artist.origin	4003
732	taggedAs	10811
565	music.artist.origin	5845
602	taggedAs	10066
608	taggedAs	9549
1779	music.artist.origin	8203
135	taggedAs	17814
3487	music.musician.instruments_played	4349
732	taggedAs	9379
2365	taggedAs	9716
1289	music.artist.origin	4093
326	music.artist.origin	4454
1851	taggedAs	9445
171	taggedAs	9413
1077	taggedAs	9440
715	taggedAs	9890
988	taggedAs	9716
275	taggedAs	9425
3598	film.person_or_entity_appearing_in_film.film	5164
2454	film.writer.film	6974
509	taggedAs	10898
230	taggedAs	19183
2913	film.actor.film	9317
256	taggedAs	10460
538	taggedAs	17301
2241	film.distributor.film	5129
3577	taggedAs	9473
46	taggedAs	9649
192	taggedAs	9673
541	taggedAs	11507
2697	taggedAs	10189
116	taggedAs	9598
1786	people.person.place_of_birth	4422
2911	taggedAs	10091
3738	cvg.publisher.games_published	8870
3788	film.actor.film	5881
210	taggedAs	9734
1772	film.actor.film	4203
2241	film.distributor.film	4686
1028	taggedAs	9574
1006	award.competitor.award_nominations	6053
1046	film.person_or_entity_appearing_in_film.film	7452
3738	cvg.publisher.games_published	6373
2181	taggedAs	9548
2819	taggedAs	13022
781	film.person_or_entity_appearing_in_film.film	7750
1556	taggedAs	9649
2048	taggedAs	9491
950	taggedAs	10680
3212	taggedAs	9770
1840	film.actor.film	7773
930	taggedAs	9751
1136	music.artist.origin	6425
675	taggedAs	9577
2041	music.artist.origin	4057
1764	film.actor.film	6887
1774	taggedAs	9685
1793	taggedAs	9448
813	people.person.place_of_birth	6694
145	taggedAs	9389
469	taggedAs	9377
114	taggedAs	9716
3721	taggedAs	12639
1739	taggedAs	10214
1704	taggedAs	12909
115	taggedAs	9388
1352	taggedAs	9734
613	taggedAs	18546
794	film.actor.film	6872
1197	taggedAs	9965
3321	film.person_or_entity_appearing_in_film.film	3978
3334	taggedAs	9437
496	taggedAs	10256
2731	film.person_or_entity_appearing_in_film.film	7426
3166	film.person_or_entity_appearing_in_film.film	8474
129	taggedAs	9382
2357	music.artist.origin	4454
785	film.person_or_entity_appearing_in_film.film	7534
3742	film.actor.film	4477
2241	film.production_company.film	7943
3426	film.person_or_entity_appearing_in_film.film	4385
1348	taggedAs	9672
794	film.person_or_entity_appearing_in_film.film	4493
427	taggedAs	11502
206	taggedAs	9388
353	taggedAs	19949
22	taggedAs	9413
3364	film.person_or_entity_appearing_in_film.film	7887
3194	people.person.place_of_birth	6855
484	film.person_or_entity_appearing_in_film.film	4242
802	taggedAs	9494
1486	games.game.publisher	7173
1580	people.person.place_of_birth	7218
1202	taggedAs	9574
98	taggedAs	10601
1157	film.actor.film	7803
3598	film.person_or_entity_appearing_in_film.film	6773
2070	film.actor.film	6747
1423	taggedAs	9388
1203	taggedAs	9552
3258	music.artist.origin	5934
3298	music.artist.origin	6137
230	taggedAs	9388
96	taggedAs	9473
2389	film.actor.film	5451
109	taggedAs	9498
2382	taggedAs	9905
2904	taggedAs	9649
3538	taggedAs	10190
3742	film.actor.film	4155
2095	film.person_or_entity_appearing_in_film.film	5071
2241	film.distributor.film	4889
185	taggedAs	9566
3109	film.person_or_entity_appearing_in_film.film	4970
115	taggedAs	9473
223	taggedAs	9443
2084	film.actor.film	5354
3633	film.actor.film	7026
951	taggedAs	12936
1271	taggedAs	9382
2282	taggedAs	9558
3395	taggedAs	9498
1633	film.actor.film	5727
109	taggedAs	9443
2498	taggedAs	18803
1263	taggedAs	9389
2494	film.actor.film	4215
104	taggedAs	9494
2913	film.actor.film	8155
2230	taggedAs	9425
2311	film.person_or_entity_appearing_in_film.film	3977
3364	film.person_or_entity_appearing_in_film.film	5359
2028	taggedAs	14581
2024	taggedAs	9437
2241	film.production_company.film	4968
517	taggedAs	10637
759	taggedAs	9564
2781	film.actor.film	4753
2636	film.person_or_entity_appearing_in_film.film	7720
1414	taggedAs	20226
572	taggedAs	9566
2621	film.actor.film	7863
1153	film.person_or_entity_appearing_in_film.film	6123
254	taggedAs	9494
1611	taggedAs	9559
306	taggedAs	9498
371	taggedAs	9473
1772	film.person_or_entity_appearing_in_film.film	8388
1819	taggedAs	17666
2437	film.person_or_entity_appearing_in_film.film	8417
77	film.actor.film	8932
1537	taggedAs	14261
740	taggedAs	9453
863	taggedAs	19183
774	taggedAs	9437
2487	film.person_or_entity_appearing_in_film.film	9310
452	music.artist.origin	3864
1374	taggedAs	9691
3227	taggedAs	17425
652	music.artist.origin	4852
1326	music.artist.origin	4046
2241	film.production_company.film	7617
2070	film.actor.film	4875
365	people.person.place_of_birth	4133
117	taggedAs	10091
1767	film.person_or_entity_appearing_in_film.film	6671
1202	taggedAs	12546
859	taggedAs	9540
2032	music.artist.origin	5662
196	taggedAs	9379
135	film.person_or_entity_appearing_in_film.film	4301
623	film.actor.film	4483
2762	people.deceased_person.place_of_death	4013
3152	music.artist.origin	3986
660	taggedAs	9672
1461	people.person.place_of_birth	5064
37	taggedAs	10214
956	taggedAs	10006
815	film.person_or_entity_appearing_in_film.film	5117
1171	music.artist.origin	6487
1954	people.person.place_of_birth	7860
2257	taggedAs	10729
2737	film.person_or_entity_appearing_in_film.film	7889
1551	taggedAs	9555
2126	film.actor.film	8237
3321	film.actor.film	8185
547	taggedAs	9577
1247	people.deceased_person.place_of_death	4362
2009	taggedAs	9555
1467	film.actor.film	3919
22	taggedAs	9718
762	people.person.place_of_birth	4362
2711	film.person_or_entity_appearing_in_film.film	4358
1867	music.artist.origin	4496
2423	taggedAs	9559
1031	taggedAs	9451
3362	taggedAs	9380
1593	taggedAs	9542
1091	taggedAs	9867
1020	taggedAs	10083
52	taggedAs	19901
3688	film.actor.film	6389
257	taggedAs	14319
237	taggedAs	9602
3738	cvg.publisher.games_published	4083
3089	taggedAs	9437
705	taggedAs	9445
137	award.nominee.award_nominations	8507
275	taggedAs	9551
2266	taggedAs	14557
2913	film.actor.film	3978
2953	taggedAs	11432
915	taggedAs	9473
60	taggedAs	13813
718	music.musician.instruments_played	3959
2241	film.production_company.film	8119
127	taggedAs	10005
1464	film.person_or_entity_appearing_in_film.film	8451
469	taggedAs	11713
2517	taggedAs	9445
202	taggedAs	9728
104	taggedAs	10163
715	taggedAs	10206
3522	music.artist.origin	4150
156	taggedAs	9396
401	taggedAs	10106
3348	taggedAs	11339
470	taggedAs	9387
1476	taggedAs	12860
115	film.actor.film	8200
254	taggedAs	16127
43	taggedAs	9442
3663	people.person.place_of_birth	4013
3826	taggedAs	9445
3772	film.film.genre	4062
331	taggedAs	9381
2370	film.actor.film	6768
426	taggedAs	12923
2210	taggedAs	17005
135	film.actor.film	9337
1259	taggedAs	10187
1153	film.actor.film	5239
1205	taggedAs	9377
1045	taggedAs	11726
1662	people.person.place_of_birth	6425
2556	film.person_or_entity_appearing_in_film.film	6155
3181	taggedAs	9921
836	taggedAs	9436
2485	taggedAs	9473
317	taggedAs	9431
2387	film.person_or_entity_appearing_in_film.film	9180
186	taggedAs	10006
770	taggedAs	9668
2241	film.production_company.film	5595
3536	taggedAs	9403
539	film.actor.film	5950
184	taggedAs	9728
1218	taggedAs	15814
24	taggedAs	10188
30	taggedAs	9390
2337	film.person_or_entity_appearing_in_film.film	8266
2337	film.person_or_entity_appearing_in_film.film	5759
2629	taggedAs	9788
3475	film.actor.film	5352
1473	film.person_or_entity_appearing_in_film.film	8038
2556	film.person_or_entity_appearing_in_film.film	5470
131	taggedAs	10070
178	taggedAs	10819
3000	film.person_or_entity_appearing_in_film.film	7497
3575	taggedAs	9929
160	taggedAs	9890
45	taggedAs	17756
3738	games.publisher.games_published	6664
110	taggedAs	9413
3074	taggedAs	9910
1796	film.actor.film	6574
3282	film.actor.film	4127
3803	taggedAs	9543
1270	taggedAs	9964
2808	film.person_or_entity_appearing_in_film.film	4462
3334	music.artist.origin	6504
2250	taggedAs	17229
703	taggedAs	9445
158	taggedAs	9390
2658	film.person_or_entity_appearing_in_film.film	6734
52	taggedAs	10094
2192	music.musician.instruments_played	4349
116	taggedAs	10135
889	music.artist.origin	3864
737	taggedAs	10628
3507	taggedAs	11610
3106	film.person_or_entity_appearing_in_film.film	7432
1710	taggedAs	12924
852	taggedAs	9469
3598	film.actor.film	6885
52	film.person_or_entity_appearing_in_film.film	5534
2378	award.nominee.award_nominations	7694
1312	taggedAs	9594
353	taggedAs	10203
192	music.artist.track	6366
839	film.actor.film	5013
1427	taggedAs	9394
2070	film.actor.film	5423
356	award.nominee.award_nominations	7354
277	taggedAs	9380
2446	taggedAs	9751
2370	film.actor.film	4917
2968	taggedAs	9552
3760	music.artist.origin	7646
764	taggedAs	9891
295	taggedAs	9673
192	taggedAs	9931
2722	taggedAs	9378
1618	film.actor.film	8884
1059	film.actor.film	5304
1180	music.artist.origin	6618
2878	taggedAs	9740
2669	taggedAs	9551
56	people.person.place_of_birth	3866
151	taggedAs	10856
2455	taggedAs	9437
776	taggedAs	9544
2241	film.production_company.film	9158
27	taggedAs	9990
171	taggedAs	9711
3706	taggedAs	9561
1353	film.actor.film	4692
1153	film.person_or_entity_appearing_in_film.film	4169
157	film.producer.film	4915
2200	music.musician.instruments_played	5802
681	film.actor.film	6670
1037	people.person.place_of_birth	7091
1962	film.person_or_entity_appearing_in_film.film	7555
277	taggedAs	9413
33	award.winner.awards_won	5937
3232	music.artist.origin	4616
199	taggedAs	9544
447	taggedAs	9391
3284	taggedAs	9365
735	music.artist.origin	5563
3598	film.person_or_entity_appearing_in_film.film	8704
1781	taggedAs	9498
2562	film.person_or_entity_appearing_in_film.film	5067
901	film.actor.film	6547
806	music.artist.origin	5266
481	film.person_or_entity_appearing_in_film.film	7290
54	taggedAs	9498
502	taggedAs	9673
3594	music.artist.album	5040
2134	event.agent.performance	4770
517	taggedAs	9447
2238	taggedAs	9663
1473	film.actor.film	7866
1806	film.actor.film	6612
2382	taggedAs	9388
1891	taggedAs	9442
500	taggedAs	9759
3099	event.agent.performance	4898
3162	taggedAs	9979
591	taggedAs	13334
2052	people.person.place_of_birth	6067
2647	film.actor.film	5848
2589	music.artist.origin	4502
3738	games.publisher.games_published	8737
2901	music.artist.origin	4010
735	taggedAs	10122
645	film.person_or_entity_appearing_in_film.film	6975
2070	film.person_or_entity_appearing_in_film.film	8735
441	taggedAs	9380
25	taggedAs	9873
42	taggedAs	9750
1020	taggedAs	9382
2149	taggedAs	9504
17	taggedAs	9929
1356	film.actor.film	6784
382	taggedAs	9491
1947	music.artist.origin	3897
206	film.person_or_entity_appearing_in_film.film	4728
1715	people.person.place_of_birth	4419
3738	games.publisher.games_published	6546
3676	film.person_or_entity_appearing_in_film.film	9354
27	taggedAs	9403
3132	film.person_or_entity_appearing_in_film.film	6288
3501	film.actor.film	5081
790	film.person_or_entity_appearing_in_film.film	4802
850	taggedAs	19901
3321	film.person_or_entity_appearing_in_film.film	7552
79	taggedAs	17669
3179	film.actor.film	4826
232	taggedAs	9388
2162	taggedAs	17004
1257	taggedAs	19184
725	taggedAs	9442
1624	film.person_or_entity_appearing_in_film.film	8099
3648	film.person_or_entity_appearing_in_film.film	5375
1349	film.person_or_entity_appearing_in_film.film	6593
3212	taggedAs	9494
134	film.person_or_entity_appearing_in_film.film	9362
790	taggedAs	10730
2707	film.person_or_entity_appearing_in_film.film	3939
2792	film.actor.film	6909
1001	taggedAs	9560
2904	people.person.place_of_birth	3859
2927	music.artist.origin	4013
3231	film.actor.film	8255
126	taggedAs	9501
3295	film.actor.film	8792
1627	film.person_or_entity_appearing_in_film.film	7120
2241	film.production_company.film	4798
2676	taggedAs	10666
26	taggedAs	9869
7	taggedAs	9365
3285	taggedAs	9437
147	taggedAs	9845
1236	taggedAs	15534
928	taggedAs	9811
781	film.person_or_entity_appearing_in_film.film	8890
713	taggedAs	9540
282	music.artist.origin	7399
2035	taggedAs	9611
499	taggedAs	9390
1455	taggedAs	10203
332	taggedAs	10811
3171	music.artist.origin	4963
49	film.person_or_entity_appearing_in_film.film	7567
1671	taggedAs	9451
3515	film.person_or_entity_appearing_in_film.film	8693
233	taggedAs	9442
1921	film.person_or_entity_appearing_in_film.film	7185
523	taggedAs	10214
1777	taggedAs	9656
1806	film.person_or_entity_appearing_in_film.film	5513
2639	taggedAs	21297
3630	taggedAs	9388
3498	taggedAs	12899
2597	taggedAs	9485
539	film.person_or_entity_appearing_in_film.film	3974
180	people.person.place_of_birth	7095
2488	taggedAs	9989
564	taggedAs	10583
137	taggedAs	9438
151	taggedAs	10188
1965	taggedAs	9454
3736	taggedAs	9591
3486	people.person.place_of_birth	7911
2241	film.production_company.film	8649
517	taggedAs	9425
2889	taggedAs	9656
2207	film.actor.film	8919
2649	taggedAs	9551
3269	taggedAs	9788
387	film.person_or_entity_appearing_in_film.film	6279
1200	taggedAs	9388
2243	taggedAs	9629
1922	taggedAs	9451
675	taggedAs	9498
41	taggedAs	9872
1068	taggedAs	10721
2879	taggedAs	9750
3681	music.artist.origin	7262
2241	film.distributor.film	4568
1566	film.actor.film	6335
177	taggedAs	9382
51	taggedAs	10188
1119	music.artist.origin	4195
3206	taggedAs	9403
3580	taggedAs	9498
2184	taggedAs	10006
2095	film.person_or_entity_appearing_in_film.film	7611
625	music.artist.origin	3942
55	taggedAs	10193
285	taggedAs	9788
928	taggedAs	9938
1900	taggedAs	9440
272	taggedAs	9649
171	taggedAs	9577
498	taggedAs	13037
794	taggedAs	9592
386	taggedAs	9668
442	music.artist.album	6660
1057	taggedAs	9890
2220	music.artist.origin	4057
382	taggedAs	10004
2306	people.deceased_person.place_of_death	4496
3052	film.person_or_entity_appearing_in_film.film	5830
509	people.person.place_of_birth	6076
2741	film.actor.film	4582
47	taggedAs	9890
184	taggedAs	9574
81	taggedAs	10811
2241	film.distributor.film	7045
2450	taggedAs	9447
1336	taggedAs	9494
2195	taggedAs	9436
1051	film.actor.film	4307
2715	taggedAs	10188
548	taggedAs	9909
1769	taggedAs	9685
625	film.actor.film	5077
115	film.person_or_entity_appearing_in_film.film	5148
2241	film.production_company.film	7228
1473	film.person_or_entity_appearing_in_film.film	5659
3738	games.publisher.games_published	5372
1548	taggedAs	10790
60	taggedAs	9469
1235	taggedAs	18795
1980	taggedAs	9750
1032	film.actor.film	4488
2471	taggedAs	9675
418	music.artist.origin	4195
2636	film.actor.film	4872
3032	music.artist.origin	5161
1458	film.person_or_entity_appearing_in_film.film	6501
1117	taggedAs	13692
1404	taggedAs	19183
1514	taggedAs	10185
2782	taggedAs	19187
1406	taggedAs	9651
2189	taggedAs	14298
238	taggedAs	9595
910	music.artist.origin	4217
2272	taggedAs	10187
206	film.actor.film	5146
2276	film.actor.film	7838
3632	film.actor.film	7856
1466	taggedAs	14211
2241	film.production_company.film	8799
2301	taggedAs	9382
2337	film.actor.film	5759
1311	taggedAs	9378
165	taggedAs	9751
34	taggedAs	9440
436	film.actor.film	5741
2096	film.person_or_entity_appearing_in_film.film	6579
121	taggedAs	9547
2241	film.production_company.film	4573
456	taggedAs	9549
389	taggedAs	9570
1154	film.person_or_entity_appearing_in_film.film	5031
225	taggedAs	9552
1773	taggedAs	9617
1479	taggedAs	17229
2247	taggedAs	9629
3658	taggedAs	9379
1632	taggedAs	10187
830	taggedAs	9437
1662	taggedAs	9498
1840	music.musician.instruments_played	5174
80	music.producer.tracks_produced	7135
1083	taggedAs	9724
3102	taggedAs	9486
1542	taggedAs	9388
78	taggedAs	9388
2065	music.artist.origin	4050
1032	film.person_or_entity_appearing_in_film.film	4488
24	taggedAs	9673
2860	film.person_or_entity_appearing_in_film.film	8831
740	taggedAs	9365
2010	film.actor.film	6711
628	film.person_or_entity_appearing_in_film.film	3913
1894	music.artist.album	4036
2953	people.person.place_of_birth	5275
1368	taggedAs	9503
