user	entity	weight
1605	74	114
1605	77	107
1605	80	161
1605	107	107
1605	118	125
1605	130	242
1605	137	265
1605	253	163
1605	378	167
1605	1200	112
1605	1344	118
1605	2064	132
1606	55	572
1606	79	762
1606	87	1201
1606	137	826
1606	171	1847
1606	184	466
1606	185	887
1606	469	388
1607	78	70
1607	79	289
1607	98	119
1607	118	167
1607	130	103
1607	135	73
1607	184	113
1607	185	225
1607	206	132
1607	363	100
1607	376	126
1607	538	103
1608	46	59
1608	55	85
1608	105	52
1608	107	81
1608	114	56
1608	115	58
1608	133	58
1608	190	47
1608	230	63
1608	391	47
1608	863	191
1608	1080	74
1608	3349	204
1608	3350	51
1613	47	870
1613	118	3120
1613	124	592
1613	210	3265
1613	358	1301
1613	494	594
1613	3354	747
1614	80	984
1614	96	10092
1614	107	1885
1614	131	1515
1614	286	2387
1614	474	546
1614	495	840
1614	808	6918
1614	863	851
1614	1322	569
1614	1404	556
1614	2484	584
1614	3355	1176
1614	3356	917
1614	3357	883
1614	3358	766
1614	3359	625
1615	47	75
1615	52	775
1615	102	40
1615	109	50
1615	118	40
1615	210	52
1615	738	37
1615	906	37
1615	989	59
1616	66	203
1616	72	155
1616	87	75
1616	126	103
1616	254	317
1616	539	185
1616	3360	107
1617	141	260
1617	799	187
1617	882	134
1617	1057	387
1617	1592	135
1617	2577	129
1617	2943	276
1617	3361	292
1617	3362	259
1617	3363	194
1617	3364	159
1618	308	101
1618	320	124
1618	500	108
1618	502	176
1618	524	88
1618	527	124
1618	852	118
1618	887	96
1618	1046	130
1618	1493	196
1618	1495	181
1618	1636	293
1618	1662	538
1618	2085	560
1618	2474	77
1618	3203	2651
1618	3365	306
1618	3366	290
1618	3367	267
1618	3368	121
1618	3369	95
1619	3	1570
1619	7	338
1619	34	1646
1619	42	2152
1619	96	300
1619	109	436
1619	154	326
1619	209	390
1619	215	261
1619	446	437
1619	902	356
1619	944	902
1620	102	286
1620	128	211
1620	137	405
1620	165	745
1620	196	1006
1620	197	7902
1620	459	247
1620	866	1888
1620	1031	213
1620	1100	671
1620	1131	275
1620	1363	535
1620	1570	607
1620	3354	306
1620	3370	396
1620	3371	275
1620	3372	215
1621	22	57
1621	24	51
1621	38	47
1621	321	43
1621	353	151
1621	465	50
1621	1267	43
1621	1605	97
1621	2157	52
1621	2823	557
1621	2950	42
1621	3373	58
1621	3374	48
1622	128	159
1622	141	111
1622	422	156
1622	727	106
1622	799	328
1622	883	135
1622	889	169
1622	1088	362
1622	1493	144
1622	1776	103
1622	2063	104
1622	2330	184
1622	2406	119
1622	2666	121
1622	3375	134
1622	3376	114
1623	34	830
1623	42	1748
1623	90	817
1623	211	1589
1623	285	1187
1623	286	786
1623	314	790
1623	507	915
1623	756	1017
1623	929	2264
1623	1397	1014
1623	1554	811
1623	1662	1043
1623	3092	1039
1624	24	55
1624	56	112
1624	159	60
1624	223	77
1624	413	80
1624	1004	74
1624	1326	63
1624	1546	86
1624	1555	63
1624	2506	57
1624	2645	140
1624	3175	96
1624	3377	103
1625	254	4
1625	478	5
1625	549	5
1625	880	6
1625	893	12
1625	1220	5
1625	1429	5
1625	2098	21
1625	2336	5
1625	3183	23
1625	3378	18
1625	3379	17
1625	3380	10
1625	3381	10
1625	3382	8
1625	3383	8
1625	3384	6
1625	3385	6
1625	3386	6
1625	3387	5
1625	3388	5
1625	3389	5
1626	21	126
1626	36	22659
1626	57	389
1626	60	142
1626	359	90
1626	447	116
1626	774	82
1626	788	74
1626	1236	155
1626	1526	159
1626	2760	199
1626	3390	126
1627	36	12800
1627	346	215
1627	608	278
1627	1140	447
1627	2318	179
1628	77	402
1628	80	203
1628	87	584
1628	117	325
1628	135	18907
1628	137	771
1628	185	427
1628	206	403
1628	698	512
1628	923	381
1628	1258	248
1628	1324	254
1629	36	5204
1629	96	1186
1629	151	712
1629	442	1370
1629	1041	177
1629	3391	385
1629	3392	203
1630	24	378
1630	104	218
1630	187	143
1630	223	277
1630	388	670
1630	877	224
1630	3393	168
1632	66	150
1632	73	86
1632	79	136
1632	80	98
1632	98	140
1632	130	81
1632	135	240
1632	364	405
1632	376	77
1632	560	697
1632	699	117
1632	1186	231
1632	2602	84
1632	3394	138
1633	74	8355
1633	80	120
1633	87	136
1633	127	124
1633	132	86
1633	135	98
1633	469	74
1633	899	57
1633	2234	92
1633	2758	64
1634	3395	6
1634	3396	1
1635	36	442
1635	52	480
1635	55	1366
1635	105	808
1635	109	141
1635	118	139
1635	286	406
1635	297	325
1635	354	147
1635	388	484
1635	703	362
1635	1389	212
1635	1396	295
1635	2254	127
1636	22	23
1636	41	25
1636	54	33
1636	74	29
1636	80	42
1636	96	39
1636	131	28
1636	134	40
1636	267	21
1636	356	35
1636	560	100
1636	863	20
1637	22	1083
1637	54	2150
1637	55	1279
1637	104	1356
1637	106	1187
1637	110	1958
1637	111	1466
1637	252	3605
1637	388	3741
1637	876	1095
1637	2290	1217
1638	165	59
1638	315	46
1638	362	76
1638	928	67
1638	1010	82
1638	1514	133
1638	1528	144
1638	3269	41
1638	3397	82
1638	3398	45
1638	3399	43
1639	36	5681
1639	43	959
1639	97	1702
1639	189	969
1639	191	389
1639	608	771
1640	118	66
1640	241	465
1640	242	279
1640	526	118
1640	726	93
1640	756	42
1640	991	48
1640	3400	102
1641	21	177
1641	145	428
1641	161	299
1641	163	212
1641	296	295
1641	484	222
1641	491	171
1641	492	177
1641	499	246
1641	2359	177
1641	2412	165
1641	2414	290
1641	2418	287
1641	2719	186
1641	3086	378
1641	3088	160
1641	3401	242
1642	129	109
1642	261	207
1642	445	294
1642	574	155
1642	767	1982
1642	2649	212
1642	3223	213
1642	3233	139
1642	3238	233
1642	3402	827
1642	3403	158
1642	3404	125
1642	3405	115
1642	3406	114
1643	32	1215
1643	72	498
1643	207	384
1643	237	655
1643	254	491
1643	267	632
1643	557	571
1643	2065	545
1643	2700	311
1644	36	6
1644	145	18
1644	276	22
1644	740	62
1644	1117	27
1644	2040	7
1644	2098	6
1644	2414	5
1644	3104	14
1644	3351	7
1646	55	943
1646	74	373
1646	104	389
1646	132	774
1646	137	380
1646	145	453
1646	233	483
1646	378	725
1646	389	605
1646	399	746
1646	433	406
1646	469	462
1646	842	392
1646	957	677
1646	1141	425
1646	1918	540
1646	2923	383
1647	79	864
1647	80	483
1647	87	305
1647	96	355
1647	115	290
1647	118	258
1647	120	248
1647	184	134
1647	239	999
1647	377	116
1647	522	161
1647	1278	216
1647	3020	800
1648	66	59
1648	110	343
1648	117	78
1648	354	15
1648	1325	64
1648	1392	45
1648	1923	25
1648	3408	38
1649	43	1005
1649	74	917
1649	96	600
1649	118	7218
1649	126	514
1649	302	655
1650	105	1110
1650	476	1982
1650	1023	734
1650	1416	2226
1650	1777	680
1650	1801	1802
1650	2512	1378
1652	46	157
1652	52	116
1652	87	181
1652	96	220
1652	115	1201
1652	118	97
1652	119	88
1652	976	158
1652	1277	64
1652	2877	133
1653	13	148
1653	104	264
1653	223	155
1653	275	154
1653	277	227
1653	681	161
1653	1278	184
1653	1347	248
1653	1973	199
1654	419	183
1654	511	164
1654	670	511
1654	719	127
1654	1343	427
1654	3299	782
1654	3410	382
1654	3411	305
1654	3412	228
1654	3413	164
1654	3414	151
1654	3415	125
1654	3416	124
1654	3417	106
1655	34	1093
1655	36	366
1655	40	529
1655	42	1644
1655	43	193
1655	45	251
1655	250	181
1655	289	214
1655	1225	274
1655	1673	703
1655	2060	917
1655	3418	206
1655	3419	190
1656	137	163
1656	187	876
1656	190	169
1656	387	81
1656	572	113
1656	696	129
1656	772	168
1656	1048	193
1656	2273	793
1657	36	417
1657	154	205
1657	196	246
1657	198	348
1657	486	234
1657	519	168
1657	727	220
1657	939	297
1657	1617	350
1657	3083	179
1657	3161	220
1657	3420	352
1657	3421	235
1657	3422	228
1657	3423	183
1658	55	251
1658	171	494
1658	184	314
1658	302	458
1658	859	188
1658	863	220
1658	1153	335
1658	3424	291
1659	79	198
1659	80	134
1659	104	1329
1659	167	583
1659	202	185
1659	204	399
1659	413	220
1659	1825	255
1659	2868	230
1659	3196	124
1659	3425	164
1660	36	159
1660	52	112
1660	164	182
1660	229	123
1660	306	119
1660	395	118
1660	541	165
1660	928	163
1660	932	113
1660	1022	118
1660	1222	138
1660	2554	133
1660	3426	114
1661	46	366
1661	55	449
1661	133	202
1661	134	155
1661	137	558
1661	184	2196
1661	267	339
1661	2147	151
1662	70	780
1662	418	646
1662	590	745
1662	1960	216
1662	2565	547
1662	3427	336
1662	3428	164
1662	3429	155
1663	66	5864
1663	72	147
1663	79	391
1663	87	160
1663	238	359
1663	539	1371
1663	540	754
1664	46	199
1664	96	160
1664	118	146
1664	216	342
1664	243	255
1664	305	117
1664	480	384
1664	772	243
1664	1122	600
1664	1392	210
1664	1775	205
1664	2879	161
1664	2995	110
1664	3430	8320
1665	77	1
1665	96	1
1665	124	1
1665	373	1
1665	3431	1
1666	72	2962
1666	73	1273
1666	75	899
1666	78	835
1666	79	778
1666	81	780
1666	87	882
1666	127	1239
1666	135	824
1666	270	779
1667	254	11
1667	3432	10
1669	24	71
1669	35	309
1669	154	56
1669	250	53
1669	720	77
1669	3037	74
1669	3433	81
1669	3434	40
1670	96	71
1670	527	89
1670	756	157
1670	1238	69
1670	3435	94
1670	3436	84
1670	3437	73
1671	325	216
1671	395	208
1671	1148	198
1671	2516	265
1671	3438	467
1671	3439	254
1672	55	168
1672	56	177
1672	187	176
1672	223	640
1672	224	221
1672	297	173
1672	765	225
1672	883	105
1672	1046	462
1672	1493	119
1672	2066	184
1672	3186	156
1672	3440	186
1674	46	260
1674	47	124
1674	63	117
1674	78	246
1674	105	276
1674	107	213
1674	114	42
1674	131	214
1674	133	68
1674	863	113
1674	2602	44
1674	3441	189
1674	3442	157
1676	20	125
1676	46	223
1676	52	995
1676	197	598
1676	223	402
1676	524	454
1676	526	308
1676	992	377
1676	1204	240
1676	1662	1450
1677	96	703
1677	124	629
1677	385	401
1677	494	486
1677	770	284
1677	1283	507
1677	2264	441
1677	2323	452
1678	79	58
1678	80	60
1678	87	53
1678	96	119
1678	118	73
1678	134	66
1678	171	110
1678	184	78
1678	185	117
1678	364	53
1678	538	48
1678	560	232
1678	830	54
1679	0	161
1679	8	830
1679	96	227
1679	118	451
1679	199	728
1679	332	316
1679	337	277
1679	835	805
1679	915	373
1679	1020	242
1679	1315	177
1679	1739	1290
1679	3356	268
1679	3443	276
1680	36	409
1680	133	229
1680	624	3670
1680	637	266
1680	928	246
1680	1181	439
1680	1754	309
1680	1798	334
1680	2632	330
1680	2772	267
1680	3349	585
1680	3444	415
1680	3445	293
1682	55	1074
1682	118	694
1682	235	1180
1682	301	1642
1682	305	1241
1682	772	1751
1682	1122	752
1682	1868	1169
1683	36	327
1683	45	306
1683	46	327
1683	165	653
1683	863	313
1683	1016	411
1683	1231	773
1683	1259	494
1683	2028	602
1683	2434	445
1683	3446	576
1684	41	4
1684	87	26
1684	102	2
1684	133	8
1684	171	5
1684	560	46
1684	976	549
1684	2232	8
1684	3447	3
1685	46	41
1685	52	768
1685	55	64
1685	105	62
1685	107	68
1685	109	52
1685	114	51
1685	267	36
1685	353	41
1685	863	100
1685	1235	53
1685	1396	39
1685	1662	99
1685	2877	58
1686	46	720
1686	47	659
1686	78	695
1686	96	839
1686	102	3088
1686	105	347
1686	118	1157
1686	133	428
1686	190	1387
1686	267	6788
1686	305	367
1687	80	369
1687	87	265
1687	130	141
1687	372	95
1687	374	276
1687	376	346
1687	1186	210
1688	20	142
1688	45	135
1688	57	516
1688	61	189
1688	91	149
1688	104	2048
1688	137	119
1688	159	133
1688	187	693
1688	353	397
1688	382	126
1688	413	335
1688	472	114
1688	1114	269
1688	1494	357
1688	2226	324
1689	155	294
1689	187	233
1689	196	672
1689	295	222
1689	422	297
1689	508	396
1689	516	302
1689	519	294
1689	621	292
1689	888	191
1689	1006	175
1689	1545	204
1689	2593	242
1689	3262	267
1689	3448	547
1690	22	479
1690	110	278
1690	127	458
1690	131	626
1690	132	231
1690	137	270
1690	187	435
1690	230	295
1690	237	264
1690	472	355
1690	861	237
1690	1412	236
1690	2777	525
1690	3449	236
1691	24	440
1691	46	145
1691	52	199
1691	55	322
1691	105	198
1691	107	235
1691	275	186
1691	356	1139
1691	357	263
1691	360	172
1691	457	273
1691	572	192
1691	1079	394
1691	1234	284
1691	1308	375
1691	1517	159
1691	3450	204
1691	3451	161
1692	55	402
1692	74	252
1692	78	455
1692	116	1118
1692	133	307
1692	235	673
1692	276	834
1692	353	315
1692	1369	572
1692	1395	762
1692	1542	616
1692	1754	504
1692	1756	250
1693	78	1
1693	79	7
1693	87	2
1693	96	1
1693	127	2
1693	135	1
1693	185	1
1693	254	2
1693	923	6
1694	67	464
1694	70	1278
1694	71	460
1694	128	1321
1694	136	945
1694	908	583
1694	1565	1190
1694	3084	1479
1694	3187	927
1694	3452	1383
1694	3453	558
1694	3454	494
1695	36	164
1695	46	1624
1695	55	95
1695	105	1413
1695	109	203
1695	387	53
1695	391	215
1695	523	46
1695	528	71
1695	572	104
1695	821	71
1695	1103	728
1695	1545	45
1695	2020	48
1696	34	79
1696	36	1958
1696	42	61
1696	241	26
1696	325	36
1696	362	26
1696	1189	18
1697	36	197
1697	60	1387
1697	309	257
1697	843	331
1697	845	286
1697	846	240
1697	853	373
1697	1089	236
1697	1372	217
1697	1479	560
1697	2246	275
1697	2292	308
1697	2294	283
1697	2295	267
1697	2296	626
1697	2492	336
1697	2804	205
1697	3455	471
1697	3456	312
1697	3457	278
1697	3458	207
1697	3459	192
1699	70	103
1699	72	85
1699	73	76
1699	87	296
1699	127	243
1699	135	102
1699	378	80
1699	601	446
1699	807	465
1699	1570	83
1699	1623	439
1700	20	93
1700	35	56
1700	36	154
1700	52	252
1700	165	148
1700	252	60
1700	486	253
1700	735	56
1700	1236	255
1700	1526	113
1700	2531	67
1700	2674	175
1700	2683	157
1700	2969	84
1700	3460	224
1700	3461	54
1701	53	1352
1701	102	184
1701	109	71
1701	118	66
1701	197	59
1701	438	56
1701	875	88
1701	906	68
1701	1126	68
1701	1986	140
1702	36	586
1702	141	276
1702	362	89
1702	568	116
1702	608	224
1702	1140	76
1702	2647	227
1703	43	168
1703	47	139
1703	52	145
1703	75	147
1703	96	182
1703	118	286
1703	126	106
1703	493	117
1703	834	183
1703	3462	104
1704	72	29
1704	237	254
1704	238	17
1704	254	31
1704	915	99
1704	3463	13
1705	46	1029
1705	55	1416
1705	105	459
1705	392	555
1705	528	466
1705	708	405
1705	764	514
1705	1253	347
1705	1389	337
1705	2627	303
1706	80	1565
1706	253	1525
1706	261	1358
1706	357	1025
1706	358	1232
1706	361	1124
1706	863	1283
1706	1082	716
1706	1308	420
1706	1368	461
1706	3244	6506
1706	3464	2017
1706	3465	1158
1707	46	236
1707	109	41
1707	141	142
1707	527	43
1707	1140	42
1708	47	147
1708	106	224
1708	295	188
1708	442	316
1708	696	1030
1708	1091	148
1708	2597	285
1709	36	492
1709	166	163
1709	191	215
1709	541	121
1709	662	380
1709	1303	157
1709	1347	1613
1709	1349	418
1709	3300	140
1709	3466	351
1709	3467	220
1710	100	187
1710	287	92
1710	438	204
1710	746	80
1710	961	75
1710	964	75
1710	1046	79
1710	3468	94
1711	163	1654
1711	230	1054
1711	297	2291
1711	1257	2909
1711	1315	1304
1711	1972	1054
1711	2252	4211
1711	2341	3279
1711	2514	841
1711	3469	1299
1712	36	4686
1712	55	520
1712	109	1304
1712	286	1527
1712	354	758
1712	481	481
1712	1662	264
1712	1664	2102
1712	2199	1803
1715	104	564
1715	131	1388
1715	133	130
1715	134	2413
1715	137	1804
1715	233	336
1715	374	175
1715	1231	217
1715	1504	208
1715	2056	948
1717	72	1539
1717	74	837
1717	75	467
1717	96	2200
1717	115	560
1717	127	1262
1717	130	603
1717	133	1947
1717	237	932
1717	832	718
1717	951	1049
1718	110	794
1718	133	267
1718	145	405
1718	233	344
1718	712	213
1718	842	175
1718	1469	272
1719	156	113
1719	617	164
1719	1352	150
1719	2461	114
1719	2722	116
1719	3409	231
1719	3470	185
1719	3471	163
1720	53	404
1720	102	438
1720	136	290
1720	187	304
1720	1127	636
1720	2512	1152
1720	2554	780
1720	3127	734
1720	3472	455
1720	3473	304
1721	1386	108
1721	2036	69
1721	2243	51
1721	3474	118
1721	3475	66
1721	3476	48
1722	74	201
1722	80	145
1722	81	60
1722	117	56
1722	132	53
1722	133	106
1722	254	98
1722	385	53
1722	1918	112
1722	3379	173
1722	3477	53
1722	3478	50
1723	21	44
1723	196	44
1723	462	38
1723	1528	51
1723	3174	109
1723	3479	69
1723	3480	66
1724	20	20
1724	40	170
1724	46	317
1724	107	36
1724	196	37
1724	530	67
1724	735	71
1724	956	22
1724	1961	29
1724	2884	39
1725	55	60
1725	72	81
1725	75	42
1725	77	77
1725	78	198
1725	79	42
1725	88	78
1725	137	74
1725	237	492
1725	538	719
1725	1359	63
1725	2020	41
1725	2485	34
1726	80	466
1726	87	224
1726	127	145
1726	128	127
1726	130	95
1726	133	131
1726	538	94
1727	46	710
1727	53	559
1727	55	709
1727	96	445
1727	107	706
1727	114	445
1727	190	602
1727	293	685
1727	295	383
1727	391	523
1727	528	515
1727	764	640
1727	878	397
1727	1095	354
1727	2601	322
1727	3481	703
1728	20	118
1728	104	96
1728	223	112
1728	227	199
1728	257	123
1728	275	90
1728	354	76
1728	445	238
1728	487	81
1728	729	187
1728	883	170
1729	109	79
1729	511	105
1729	516	226
1729	1088	84
1729	1091	109
1729	3171	119
1729	3352	102
1729	3482	118
1729	3483	112
1730	22	475
1730	104	850
1730	133	535
1730	134	466
1730	477	782
1730	564	3607
1730	915	800
1732	20	6
1732	22	42
1732	155	9
1732	479	19
1732	608	103
1732	1528	20
1732	1672	6
1732	2031	23
1732	2492	10
1732	3484	9
1733	209	151
1733	210	266
1733	219	159
1733	242	736
1733	250	214
1733	427	288
1733	543	333
1733	1115	469
1733	1172	167
1733	1854	455
1733	1980	165
1733	3485	214
1734	55	550
1734	81	434
1734	87	307
1734	116	1479
1734	171	425
1734	184	319
1734	185	371
1734	239	1579
1736	63	233
1736	78	251
1736	130	591
1736	145	335
1736	252	638
1736	276	1376
1736	385	1494
1736	1889	233
1736	2071	1878
1736	2953	492
1736	3486	251
1737	35	929
1737	40	392
1737	52	484
1737	197	480
1737	280	238
1737	286	818
1737	439	372
1737	443	2661
1737	653	269
1737	727	776
1737	1031	230
1737	1309	372
1737	1327	244
1737	1442	374
1737	1502	409
1737	1979	580
1737	2340	298
1737	3487	482
1740	46	1000
1740	70	1109
1740	155	964
1740	163	542
1740	314	491
1740	356	441
1740	361	643
1740	519	658
1740	522	3315
1740	582	494
1740	763	456
1740	844	691
1740	854	558
1740	875	441
1740	957	9516
1740	1114	598
1740	1308	655
1740	1617	650
1740	3488	729
1740	3489	474
1741	46	704
1741	105	1042
1741	107	629
1741	118	176
1741	128	221
1741	136	372
1741	190	186
1741	199	252
1741	242	318
1741	361	492
1741	389	223
1741	571	439
1741	764	270
1741	776	175
1741	863	272
1741	1278	255
1741	1324	202
1741	1583	283
1742	79	290
1742	105	430
1742	137	1299
1742	171	340
1742	364	544
1742	698	2358
1742	863	1502
1742	1409	1059
1742	1413	282
1742	2147	216
1743	47	580
1743	199	1009
1743	208	1046
1743	210	1208
1743	302	2436
1743	303	3329
1743	398	795
1743	589	4227
1743	713	1520
1743	714	857
1743	776	563
1743	802	676
1743	804	719
1743	1119	1625
1743	1297	729
1743	1503	2955
1743	3188	1259
1743	3189	3472
1743	3490	550
1744	1101	3
1744	2890	7
1745	45	154
1745	54	156
1745	55	172
1745	212	385
1745	301	439
1745	703	168
1745	1122	140
1745	2013	228
1745	2015	136
1746	22	971
1746	46	413
1746	52	491
1746	55	701
1746	190	474
1746	354	409
1746	523	468
1746	957	598
1746	2290	707
1747	57	30
1747	155	42
1747	158	25
1747	164	29
1747	418	45
1747	449	26
1747	465	26
1747	676	25
1747	707	36
1747	959	70
1747	2030	26
1747	2299	36
1747	2330	25
1747	2829	31
1748	96	192
1748	126	794
1748	137	149
1748	184	276
1748	185	155
1748	255	140
1748	301	162
1748	801	199
1748	841	386
1748	1452	150
1748	1760	185
1748	3217	390
1748	3491	165
1749	52	1282
1749	210	1372
1749	235	901
1749	804	1036
1749	873	1337
1749	902	912
1749	914	1093
1749	932	1212
1749	941	1092
1749	945	1967
1749	2058	1985
1749	3492	1005
1751	35	25
1751	165	38
1751	289	41
1751	704	34
1751	752	25
1751	1216	59
1751	1514	37
1751	2012	43
1751	2694	20
1751	3494	56
1752	22	611
1752	131	357
1752	187	1635
1752	239	557
1752	433	387
1752	442	200
1752	472	210
1752	821	223
1752	1278	532
1752	1448	342
1752	2501	182
1753	55	47
1753	74	119
1753	80	2910
1753	81	79
1753	96	220
1753	98	80
1753	117	1092
1753	118	223
1753	130	3039
1753	135	197
1753	261	81
1753	267	64
1753	919	129
1753	1258	792
1753	1889	62
1754	36	867
1754	42	1185
1754	211	277
1754	286	808
1754	325	720
1754	442	334
1754	632	605
1754	1225	286
1754	1342	357
1754	2009	301
1754	3495	630
1755	395	146
1755	512	178
1755	519	196
1755	541	283
1755	615	182
1755	617	202
1755	1010	195
1755	1079	107
1755	1586	158
1755	2365	162
1755	2415	164
1755	2423	183
1755	3220	145
1755	3375	200
1755	3496	157
1755	3497	105
1757	72	54
1757	80	375
1757	87	151
1757	96	313
1757	127	62
1757	131	612
1757	694	100
1757	1200	64
1757	1258	509
1757	1324	1170
1757	1364	191
1757	1414	83
1757	3241	55
1759	96	2731
1759	119	1181
1759	120	657
1759	124	967
1759	125	1332
1759	601	346
1759	735	522
1759	776	357
1759	807	535
1759	1307	318
1759	1624	411
1759	2289	809
1759	3498	329
1760	26	106
1760	36	234
1760	74	112
1760	96	363
1760	199	795
1760	210	116
1760	242	189
1760	277	164
1760	291	128
1760	361	337
1760	941	516
1760	1078	130
1760	1969	148
1760	2554	230
1760	3499	130
1761	492	110
1761	2360	52
1761	2786	66
1761	3500	203
1761	3501	198
1761	3502	54
1762	41	1127
1762	46	187
1762	78	586
1762	87	812
1762	105	108
1762	131	161
1762	366	180
1762	527	206
1762	1345	122
1764	56	125
1764	104	154
1764	108	108
1764	111	124
1764	128	144
1764	154	140
1764	159	141
1764	187	217
1764	297	256
1764	513	335
1764	1009	150
1764	1712	347
1764	2058	136
1764	2644	235
1764	3186	119
1764	3503	143
1765	55	134
1765	96	52
1765	107	54
1765	137	73
1765	187	72
1765	237	71
1765	295	45
1765	361	51
1765	572	144
1765	708	54
1765	770	45
1766	74	188
1766	75	86
1766	80	164
1766	87	149
1766	127	313
1766	184	148
1766	230	768
1766	237	311
1766	373	159
1766	1020	78
1766	2054	123
1768	46	120
1768	78	195
1768	79	116
1768	80	681
1768	118	119
1768	134	153
1768	171	239
1768	206	392
1768	364	153
1768	374	123
1768	863	234
1768	3504	199
1769	47	3268
1769	87	94
1769	96	124
1769	102	716
1769	105	46
1769	131	174
1769	171	374
1769	254	192
1769	267	2930
1769	863	167
1769	1324	57
1769	2269	162
1769	3505	397
1769	3506	42
1770	157	150
1770	178	128
1770	291	541
1770	426	795
1770	795	344
1770	912	522
1770	1030	130
1770	1321	133
1770	1449	619
1770	2089	274
1770	3507	314
1770	3508	205
1771	87	203
1771	102	470
1771	115	95
1771	128	99
1771	133	142
1771	1153	189
1771	3509	91
1772	52	3588
1772	55	2708
1772	102	1173
1772	105	2341
1772	114	1947
1772	235	2492
1772	523	657
1772	681	980
1772	715	1458
1772	738	720
1772	1079	2380
1772	1342	979
1772	2184	2822
1772	2593	553
1773	74	1
1773	80	1
1773	133	1
1774	4	111
1774	47	54
1774	155	33
1774	164	36
1774	224	37
1774	242	51
1774	280	54
1774	305	72
1774	337	40
1774	427	48
1774	456	37
1774	871	51
1774	971	61
1774	1262	32
1774	2858	35
1774	3510	31
1775	96	108
1775	118	131
1775	257	47
1775	271	116
1775	505	53
1775	650	1444
1775	754	112
1775	1052	584
1775	1053	103
1775	1055	70
1775	1058	61
1775	1457	58
1775	2302	106
1776	77	80
1776	79	1000
1776	96	1550
1776	131	71
1776	137	156
1776	185	1142
1776	206	117
1776	267	84
1776	363	112
1776	433	614
1776	538	1006
1776	808	69
1776	863	68
1776	923	295
1776	1258	77
1777	265	338
1777	382	336
1777	2302	240
1777	2950	817
1778	34	1329
1778	37	1415
1778	46	1626
1778	52	1269
1778	57	499
1778	96	337
1778	105	405
1778	107	453
1778	190	1836
1778	221	985
1778	293	508
1778	391	693
1778	392	635
1778	764	626
1778	1303	1079
1778	2161	379
1779	100	779
1779	197	247
1779	289	310
1779	704	112
1779	928	169
1779	945	166
1779	1022	393
1779	1216	122
1779	1289	78
1779	2522	118
1779	3494	129
1779	3511	203
1779	3512	169
1779	3513	103
1780	77	437
1780	79	7429
1780	87	1027
1780	117	1100
1780	131	231
1780	135	799
1780	184	5466
1780	185	2079
1780	206	214
1780	373	1137
1780	919	1442
1781	52	35
1781	147	87
1781	715	118
1781	774	61
1781	1140	60
1781	2123	35
1781	2194	105
1781	2890	63
1781	3514	115
1781	3515	67
1782	7	36
1782	63	27
1782	129	49
1782	132	32
1782	209	58
1782	272	71
1782	325	28
1782	453	32
1782	507	38
1782	735	44
1782	957	115
1782	1029	98
1782	1073	300
1782	1216	31
1782	1388	30
1782	2175	37
1782	2887	56
1782	3516	39
1783	36	1497
1783	46	1956
1783	52	212
1783	55	399
1783	105	450
1783	114	165
1783	188	897
1783	243	555
1784	46	3007
1784	61	629
1784	78	883
1784	105	582
1784	133	545
1784	282	356
1784	305	1245
1784	1016	1108
1784	1259	876
1784	1589	384
1785	21	4318
1785	24	953
1785	36	809
1785	46	2505
1785	55	2190
1785	57	2278
1785	105	1193
1785	155	858
1785	157	2388
1785	187	986
1785	221	982
1785	419	1413
1785	457	835
1785	483	1226
1785	572	982
1785	903	1016
1785	1374	3805
1785	3517	1077
1785	3518	977
1786	77	110
1786	554	150
1786	923	48
1786	2064	56
1786	3519	50
1787	52	199
1787	109	806
1787	222	442
1787	306	245
1787	688	148
1787	882	188
1787	1103	302
1787	3520	175
1788	79	493
1788	87	185
1788	118	215
1788	171	873
1788	184	426
1788	185	290
1788	254	618
1788	267	408
1788	363	217
1788	538	364
1788	560	284
1788	1186	170
1788	1463	457
1789	614	1059
1789	799	984
1789	878	1578
1789	1543	3196
1789	1545	2744
1789	1859	888
1789	2023	1155
1789	2048	1456
1789	2290	1336
1789	3521	1439
1789	3522	1271
1789	3523	1113
1789	3524	776
1790	45	150
1790	105	157
1790	110	191
1790	154	279
1790	159	269
1790	223	202
1790	235	145
1790	1181	154
1790	1469	184
1790	1526	137
1790	3525	228
1790	3526	193
1790	3527	147
1791	58	181
1791	66	105
1791	73	111
1791	74	1494
1791	75	242
1791	81	377
1791	87	109
1791	127	212
1791	232	108
1791	377	879
1791	399	113
1791	674	240
1791	951	578
1791	1202	803
1791	2566	123
1792	36	630
1792	147	359
1792	1140	417
1793	136	740
1793	254	1190
1793	366	794
1793	590	1927
1793	807	523
1793	899	379
1793	1322	462
1793	1487	528
1793	1955	352
1793	1956	698
1793	3244	427
1793	3428	1064
1793	3528	689
1793	3529	423
1794	96	67
1794	653	40
1794	916	394
1794	1126	94
1794	2116	150
1794	2319	1607
1794	3338	142
1794	3481	97
1794	3530	782
1794	3531	364
1794	3532	110
1794	3533	84
1794	3534	39
1795	66	192
1795	72	257
1795	74	197
1795	96	182
1795	117	300
1795	131	263
1795	137	174
1795	185	212
1795	237	440
1795	1202	168
1796	46	522
1796	47	664
1796	55	807
1796	78	300
1796	266	152
1796	295	403
1796	1092	1017
1796	1589	2602
1796	3535	145
1797	36	291
1797	55	1486
1797	96	851
1797	118	510
1797	159	189
1797	187	170
1797	190	145
