user	relation	tag
378	friendWith	553
89	friendWith	723
1132	friendWith	660
1230	friendWith	317
1752	friendWith	804
1978	friendWith	1343
1560	friendWith	1564
207	friendWith	966
1281	friendWith	644
1393	friendWith	677
813	friendWith	1249
812	friendWith	2057
1895	createdTag	2609
761	friendWith	1882
697	createdTag	2688
1072	friendWith	1381
1528	friendWith	311
479	friendWith	984
844	friendWith	1895
531	friendWith	1593
49	friendWith	1007
747	createdTag	2278
1261	friendWith	1075
1961	friendWith	340
1104	createdTag	2331
1769	friendWith	451
2037	friendWith	46
325	createdTag	2130
1197	friendWith	2037
1742	friendWith	1628
1106	friendWith	145
1478	friendWith	1687
1535	createdTag	11863
2087	friendWith	339
1811	friendWith	8
1379	friendWith	2068
66	createdTag	2991
1623	createdTag	9386
2030	createdTag	2291
930	friendWith	46
350	friendWith	1290
229	createdTag	2486
1712	createdTag	2179
47	createdTag	2783
1034	friendWith	717
1921	friendWith	203
1503	friendWith	691
214	friendWith	1247
1211	friendWith	2051
1489	friendWith	1455
1981	createdTag	2181
336	createdTag	2287
451	friendWith	152
129	friendWith	1132
1179	friendWith	339
451	friendWith	655
1975	createdTag	2147
490	friendWith	569
1106	friendWith	1179
1533	friendWith	1663
1725	friendWith	481
922	createdTag	2118
1273	friendWith	78
247	friendWith	532
1900	createdTag	2835
753	createdTag	2452
828	friendWith	1785
1488	friendWith	436
1088	createdTag	2522
548	createdTag	5806
1130	friendWith	1546
1026	createdTag	2161
1062	friendWith	62
714	friendWith	374
2066	createdTag	3854
2088	friendWith	1488
2036	friendWith	1930
1975	friendWith	1626
604	friendWith	1352
510	createdTag	2862
994	createdTag	2133
1905	friendWith	434
887	friendWith	1281
271	friendWith	451
795	friendWith	1600
1196	friendWith	1662
604	friendWith	1996
1475	friendWith	1311
1554	friendWith	1449
266	friendWith	575
2020	friendWith	816
1956	friendWith	1706
1310	friendWith	59
1646	friendWith	1773
1869	friendWith	1213
2068	friendWith	253
1404	friendWith	721
1486	createdTag	2181
1163	friendWith	103
1752	friendWith	859
1911	friendWith	1146
1248	createdTag	3834
1349	createdTag	2291
1832	friendWith	195
437	friendWith	809
370	createdTag	2285
1711	createdTag	9355
2018	friendWith	1753
658	createdTag	2118
1503	friendWith	759
888	friendWith	1773
231	friendWith	1423
159	friendWith	581
372	createdTag	2101
1167	friendWith	1625
179	friendWith	742
66	createdTag	2996
851	friendWith	1379
1177	friendWith	1055
311	friendWith	213
1660	friendWith	1100
1146	friendWith	1281
1032	createdTag	8924
172	createdTag	2118
444	friendWith	78
1722	friendWith	1590
1281	friendWith	424
919	createdTag	2118
53	friendWith	310
646	friendWith	2021
59	friendWith	1358
1358	createdTag	10984
119	friendWith	551
1419	friendWith	1011
1769	friendWith	107
1278	friendWith	1607
339	friendWith	1104
1405	createdTag	2711
1042	friendWith	400
1283	createdTag	10405
1001	friendWith	743
645	friendWith	1832
1346	friendWith	1491
1215	createdTag	2338
1080	friendWith	930
692	createdTag	2124
120	friendWith	753
205	createdTag	2313
53	friendWith	704
1606	friendWith	110
1974	friendWith	925
1954	friendWith	1319
114	friendWith	63
934	friendWith	1905
794	friendWith	1918
1060	createdTag	2114
1525	friendWith	1145
1545	createdTag	2173
1898	friendWith	146
878	friendWith	1478
376	friendWith	177
757	friendWith	1556
609	friendWith	514
702	friendWith	1748
159	createdTag	2740
1525	friendWith	593
1451	friendWith	240
107	friendWith	1769
557	createdTag	2178
66	createdTag	2985
1300	friendWith	415
1365	friendWith	1462
1035	friendWith	1883
849	createdTag	2173
352	friendWith	730
1104	createdTag	2139
440	createdTag	2118
1659	friendWith	1198
814	createdTag	2124
596	friendWith	117
1742	friendWith	2053
11	friendWith	230
2068	friendWith	749
1453	friendWith	1973
111	createdTag	2202
140	createdTag	2223
569	friendWith	527
938	friendWith	466
40	createdTag	2700
1787	friendWith	2096
1846	friendWith	1525
1198	friendWith	351
761	createdTag	2452
59	createdTag	2901
1584	createdTag	2269
2100	createdTag	4187
1342	createdTag	2628
726	friendWith	1934
730	friendWith	371
898	createdTag	2124
1315	friendWith	78
1421	createdTag	4826
1813	friendWith	231
486	friendWith	79
1535	friendWith	1910
1898	friendWith	1145
1281	friendWith	907
1258	friendWith	1148
815	friendWith	451
78	friendWith	1883
684	friendWith	1300
1056	friendWith	134
1258	friendWith	1068
759	createdTag	2313
1981	createdTag	2489
46	friendWith	231
25	createdTag	2267
2062	friendWith	418
486	friendWith	757
911	friendWith	1455
417	friendWith	612
226	friendWith	984
686	createdTag	2234
543	friendWith	1832
999	friendWith	1345
475	friendWith	18
1918	friendWith	1152
1263	friendWith	572
109	createdTag	2178
218	friendWith	520
668	createdTag	2532
1584	createdTag	2281
1501	friendWith	170
1789	createdTag	2227
642	friendWith	378
494	createdTag	2209
1528	friendWith	884
421	friendWith	969
962	createdTag	3638
542	friendWith	1017
939	createdTag	2282
1841	friendWith	438
1247	friendWith	836
306	friendWith	499
1614	friendWith	976
569	friendWith	1253
1662	friendWith	636
1488	friendWith	2088
1815	friendWith	1104
571	friendWith	545
1007	createdTag	3448
283	createdTag	2190
143	friendWith	847
690	friendWith	862
1727	createdTag	12791
2051	friendWith	1283
633	friendWith	1088
704	friendWith	921
149	friendWith	363
1430	createdTag	2942
1177	createdTag	3605
207	friendWith	1102
638	friendWith	486
1742	friendWith	621
1785	friendWith	398
638	friendWith	1263
1255	friendWith	346
1585	createdTag	2118
922	createdTag	2121
1463	createdTag	2132
1056	friendWith	1552
1662	friendWith	1146
413	friendWith	646
1300	friendWith	144
1349	createdTag	2114
1079	friendWith	1256
631	friendWith	301
1125	friendWith	1660
514	friendWith	1334
2018	friendWith	1056
1728	createdTag	2173
1880	friendWith	930
1006	friendWith	655
581	friendWith	1272
129	friendWith	1065
2017	createdTag	2139
925	friendWith	1712
211	friendWith	396
1959	friendWith	1102
59	friendWith	454
1628	friendWith	1503
1926	createdTag	2121
936	createdTag	2118
1372	friendWith	1949
1850	createdTag	2118
1532	friendWith	1597
247	friendWith	906
1258	friendWith	1173
1926	createdTag	2493
537	friendWith	1780
354	friendWith	1525
579	createdTag	3632
1498	friendWith	275
1390	friendWith	1783
195	friendWith	1832
341	createdTag	2181
418	createdTag	2914
159	createdTag	2230
678	friendWith	361
851	friendWith	1102
1805	friendWith	1395
439	createdTag	5634
405	friendWith	592
273	createdTag	2404
405	createdTag	3835
655	friendWith	1918
1165	createdTag	2385
177	createdTag	2176
387	createdTag	2741
2018	friendWith	1197
1832	friendWith	2038
1087	friendWith	609
1868	friendWith	715
691	friendWith	1632
1889	friendWith	696
1833	friendWith	318
1109	friendWith	1097
1135	friendWith	815
486	friendWith	1308
198	friendWith	265
679	friendWith	503
1777	friendWith	2003
1934	createdTag	2259
1553	friendWith	1584
1283	friendWith	753
497	friendWith	1413
66	createdTag	2996
457	friendWith	388
1543	friendWith	1897
2087	friendWith	136
1171	friendWith	419
228	createdTag	2392
439	createdTag	4449
1056	friendWith	593
405	friendWith	1503
1642	friendWith	2024
401	friendWith	1183
812	createdTag	2176
941	createdTag	2149
1490	createdTag	2294
1543	friendWith	1706
950	friendWith	877
1249	createdTag	3176
1711	createdTag	12688
519	friendWith	1397
1800	createdTag	2464
2096	createdTag	2375
442	friendWith	275
609	friendWith	778
2039	friendWith	966
1046	friendWith	129
1408	friendWith	1787
1131	createdTag	4011
1643	friendWith	1210
557	createdTag	2184
581	createdTag	2742
1715	friendWith	1075
1057	friendWith	1811
849	createdTag	2173
1670	friendWith	751
1452	friendWith	930
228	createdTag	3487
986	friendWith	1490
848	friendWith	1885
419	friendWith	1069
1600	friendWith	335
1308	friendWith	545
30	friendWith	1614
454	createdTag	2133
1272	friendWith	1483
1559	friendWith	1829
1253	friendWith	632
466	createdTag	2173
917	friendWith	2038
1102	friendWith	2068
743	friendWith	1882
2020	friendWith	233
1900	createdTag	2227
1442	createdTag	2227
926	createdTag	2603
1092	createdTag	2234
1917	friendWith	17
118	createdTag	3466
1562	friendWith	772
1832	createdTag	2133
533	createdTag	2313
74	friendWith	1852
931	createdTag	2476
1773	friendWith	1547
1895	createdTag	2116
1247	friendWith	1869
232	friendWith	1305
1979	friendWith	48
904	createdTag	8203
1532	friendWith	808
718	friendWith	1075
2061	friendWith	1965
1672	createdTag	2285
1155	friendWith	1382
1882	friendWith	1230
1789	createdTag	2173
1817	friendWith	2036
1450	friendWith	2001
1258	friendWith	1846
955	friendWith	1761
1851	createdTag	2830
1277	createdTag	2209
1783	createdTag	2184
59	friendWith	1737
1014	friendWith	1856
367	friendWith	1769
911	friendWith	826
503	createdTag	2234
387	friendWith	2037
1440	createdTag	2230
1132	friendWith	1263
2020	friendWith	2037
2036	friendWith	1369
190	createdTag	3455
1071	friendWith	207
680	friendWith	2061
133	friendWith	1054
926	createdTag	2284
1959	friendWith	593
1332	friendWith	646
1023	friendWith	1445
1625	friendWith	215
1245	createdTag	2385
1600	friendWith	1690
1556	friendWith	871
1151	createdTag	3352
1167	friendWith	1148
1950	friendWith	311
2068	friendWith	256
1757	friendWith	691
1450	friendWith	1662
297	createdTag	2184
421	friendWith	311
1850	createdTag	2139
490	createdTag	2276
256	friendWith	1632
1356	friendWith	327
1021	createdTag	2173
1883	friendWith	142
1447	friendWith	1898
214	friendWith	1515
731	friendWith	1259
1661	createdTag	7386
1249	createdTag	2234
316	friendWith	1484
30	friendWith	1263
439	createdTag	5654
399	friendWith	2021
1445	createdTag	2725
646	friendWith	236
1893	friendWith	854
1283	friendWith	1963
1164	friendWith	1249
616	createdTag	3472
63	friendWith	890
1278	friendWith	1262
298	friendWith	1069
501	friendWith	966
621	friendWith	387
1050	createdTag	2464
548	createdTag	6217
692	createdTag	2950
162	friendWith	1247
917	friendWith	1196
227	createdTag	3096
1907	createdTag	2114
439	createdTag	5643
1742	friendWith	1023
515	friendWith	2
548	friendWith	999
78	friendWith	153
1662	createdTag	6070
1308	friendWith	858
698	createdTag	2291
1186	friendWith	1552
449	friendWith	1707
1102	friendWith	1808
214	friendWith	1213
1294	friendWith	1880
896	friendWith	975
922	createdTag	2230
1104	createdTag	3457
132	friendWith	770
514	friendWith	593
692	createdTag	6623
346	createdTag	2184
439	createdTag	4011
1584	createdTag	2178
1032	friendWith	1224
1253	friendWith	231
1820	friendWith	415
1410	friendWith	1709
1562	friendWith	1145
643	createdTag	3055
809	friendWith	1453
2091	friendWith	1581
1906	friendWith	1424
1760	friendWith	1469
1380	createdTag	3458
548	friendWith	78
2067	createdTag	2178
1272	friendWith	1145
1290	friendWith	1902
392	createdTag	2313
242	friendWith	498
1375	friendWith	953
372	createdTag	2291
966	friendWith	632
1177	createdTag	3605
1287	friendWith	1018
1369	friendWith	999
1552	friendWith	941
1364	createdTag	2545
2039	createdTag	2489
1160	createdTag	2294
1007	createdTag	3452
847	friendWith	1748
862	friendWith	46
878	createdTag	2230
730	friendWith	1348
1082	friendWith	1956
261	createdTag	2203
1246	createdTag	2399
95	friendWith	1369
926	createdTag	2161
2000	friendWith	1476
2029	friendWith	688
1873	friendWith	162
1973	friendWith	1445
480	createdTag	2114
1625	createdTag	2127
1742	friendWith	399
414	friendWith	1535
480	createdTag	2118
101	createdTag	2282
1508	friendWith	864
660	friendWith	1850
1146	friendWith	1263
795	friendWith	159
1130	friendWith	915
66	createdTag	3019
691	friendWith	233
636	friendWith	159
1160	createdTag	2178
490	createdTag	2118
646	createdTag	2328
78	friendWith	3
503	friendWith	1381
24	friendWith	1308
1113	friendWith	58
241	friendWith	364
1690	friendWith	1253
545	createdTag	2939
438	friendWith	78
736	createdTag	2725
888	friendWith	831
481	friendWith	1503
812	createdTag	2419
2020	friendWith	2070
558	friendWith	1185
848	friendWith	1761
1815	friendWith	1508
62	createdTag	2113
1664	createdTag	2269
1016	createdTag	2285
926	friendWith	2003
612	friendWith	498
889	friendWith	759
50	createdTag	2221
514	friendWith	258
994	createdTag	2708
405	createdTag	2725
2069	createdTag	2313
1496	friendWith	103
1437	friendWith	186
714	friendWith	428
1476	friendWith	911
1726	friendWith	1023
1413	friendWith	1880
78	friendWith	135
771	createdTag	2202
150	friendWith	1153
752	friendWith	198
904	createdTag	2184
449	friendWith	1889
1132	friendWith	1301
2087	friendWith	2018
439	createdTag	5659
719	friendWith	709
1488	friendWith	1879
405	friendWith	2061
905	friendWith	1069
159	createdTag	2114
822	createdTag	4283
499	friendWith	890
557	createdTag	2107
916	createdTag	2505
450	createdTag	2545
534	friendWith	1255
1146	friendWith	475
49	friendWith	1753
298	friendWith	1354
1275	friendWith	1918
1364	createdTag	8924
131	createdTag	2169
1924	friendWith	143
131	createdTag	2169
1848	createdTag	2375
2088	friendWith	1540
1553	createdTag	2118
387	createdTag	2316
1332	friendWith	1017
788	friendWith	428
545	friendWith	1028
1281	friendWith	349
538	friendWith	2037
1748	friendWith	1543
1742	friendWith	1189
1478	friendWith	1520
124	friendWith	396
1854	createdTag	8673
625	createdTag	2375
686	friendWith	1505
1299	friendWith	1429
1795	friendWith	243
1481	createdTag	2184
1281	friendWith	1589
581	createdTag	2611
726	friendWith	743
1060	createdTag	2280
439	createdTag	5643
862	friendWith	1606
480	createdTag	2118
921	createdTag	2276
1634	createdTag	2637
1380	createdTag	2489
444	friendWith	802
1860	createdTag	2486
581	createdTag	2446
302	friendWith	862
1688	createdTag	2179
1567	friendWith	749
1115	friendWith	430
732	friendWith	280
405	createdTag	4826
966	friendWith	1080
271	friendWith	717
692	createdTag	2347
1294	friendWith	1135
1356	friendWith	1600
1221	friendWith	1720
904	createdTag	2950
746	friendWith	1107
546	createdTag	2176
2059	friendWith	1954
406	createdTag	3638
1023	friendWith	58
646	friendWith	1829
31	createdTag	2613
1249	friendWith	552
603	friendWith	1862
229	createdTag	2173
1895	friendWith	538
55	friendWith	1382
264	createdTag	3457
112	friendWith	1089
819	friendWith	873
439	createdTag	2202
499	friendWith	1166
233	friendWith	409
1103	createdTag	2118
1054	friendWith	989
1725	friendWith	1898
475	friendWith	1458
5	createdTag	2198
1928	createdTag	2308
472	friendWith	240
1632	friendWith	1001
679	createdTag	2701
1040	createdTag	2172
187	friendWith	359
253	friendWith	232
1665	friendWith	362
778	friendWith	930
1989	createdTag	2399
2037	friendWith	1298
1690	createdTag	2139
400	friendWith	1053
1426	friendWith	1749
516	friendWith	1553
501	friendWith	390
1247	friendWith	690
1082	createdTag	2409
1759	createdTag	2316
1304	friendWith	1410
1572	friendWith	136
1258	friendWith	100
1145	friendWith	646
1809	friendWith	308
529	createdTag	5359
1898	friendWith	604
526	friendWith	637
265	friendWith	1741
1773	friendWith	911
1789	createdTag	2701
1882	createdTag	13611
190	createdTag	3455
227	createdTag	2240
1543	friendWith	719
198	friendWith	57
582	friendWith	261
1132	friendWith	758
837	createdTag	2133
1434	friendWith	1646
2054	friendWith	527
1488	friendWith	1362
1058	friendWith	844
1581	friendWith	1329
11	createdTag	2124
405	createdTag	2267
1852	friendWith	1491
2008	friendWith	1196
1736	friendWith	675
930	friendWith	399
1725	friendWith	1283
972	createdTag	2132
1334	friendWith	514
1495	friendWith	485
1172	createdTag	2292
203	createdTag	2476
302	friendWith	79
1453	friendWith	859
1086	friendWith	1653
210	friendWith	1724
1926	createdTag	2121
604	createdTag	2267
815	friendWith	1247
1103	createdTag	2118
767	friendWith	371
370	friendWith	329
938	friendWith	1965
355	friendWith	1157
2018	friendWith	1300
978	friendWith	212
1827	createdTag	2289
852	friendWith	1001
1687	friendWith	1135
877	friendWith	443
935	friendWith	78
1253	friendWith	1823
500	friendWith	782
48	friendWith	1856
1600	friendWith	329
280	friendWith	233
440	createdTag	2935
851	friendWith	555
2065	friendWith	437
994	createdTag	2708
73	friendWith	1210
1164	friendWith	2016
593	friendWith	145
2017	createdTag	2181
1167	friendWith	143
306	friendWith	396
683	friendWith	1210
499	friendWith	516
1819	friendWith	427
1132	friendWith	1606
1092	friendWith	2020
1907	createdTag	2133
1850	createdTag	2711
749	friendWith	1725
1453	friendWith	415
1753	friendWith	470
390	friendWith	53
125	friendWith	754
862	friendWith	2039
1135	friendWith	46
921	createdTag	2281
1137	createdTag	2231
1999	friendWith	1275
1202	createdTag	4056
1342	createdTag	10828
2042	friendWith	1508
1178	friendWith	355
1427	friendWith	1173
179	friendWith	1768
922	createdTag	8271
498	friendWith	136
1334	friendWith	1455
439	createdTag	5641
1678	friendWith	911
530	createdTag	2793
2088	friendWith	1397
604	createdTag	2404
1053	friendWith	1023
1301	friendWith	1002
1600	friendWith	690
1661	friendWith	1102
109	friendWith	1488
154	createdTag	3632
1202	createdTag	9897
1757	createdTag	2277
470	friendWith	795
152	createdTag	2830
2052	friendWith	831
823	friendWith	1670
236	friendWith	144
2096	createdTag	2221
1515	friendWith	1365
129	friendWith	1046
1092	friendWith	207
78	friendWith	1181
229	friendWith	1143
2016	friendWith	2036
227	createdTag	2267
1662	createdTag	4011
805	friendWith	695
1580	createdTag	5276
161	createdTag	2476
1343	friendWith	1777
1447	friendWith	852
1177	createdTag	5910
1346	friendWith	367
129	friendWith	1184
1023	friendWith	310
253	friendWith	370
1461	createdTag	2282
612	friendWith	280
191	friendWith	1514
2039	friendWith	311
1249	friendWith	1108
730	friendWith	781
310	friendWith	1699
1973	friendWith	1102
58	friendWith	1294
2020	friendWith	421
1210	friendWith	683
999	friendWith	646
1410	friendWith	120
1435	friendWith	242
1559	friendWith	1339
747	createdTag	2278
1102	friendWith	1075
1447	friendWith	58
620	friendWith	1363
1800	friendWith	210
1177	createdTag	2283
545	friendWith	571
104	friendWith	667
2055	createdTag	3197
1766	friendWith	553
657	createdTag	2411
1907	createdTag	2118
1173	friendWith	306
1583	friendWith	1213
139	friendWith	986
638	friendWith	385
159	createdTag	2179
1809	friendWith	1832
479	friendWith	514
51	friendWith	1530
1768	friendWith	1503
31	createdTag	2299
691	friendWith	1567
1463	createdTag	11529
1585	createdTag	2924
582	createdTag	2476
1879	friendWith	1488
1365	friendWith	1332
387	createdTag	5284
66	createdTag	2995
925	friendWith	1974
2061	friendWith	1675
656	friendWith	1210
1430	friendWith	673
247	friendWith	886
470	friendWith	310
358	createdTag	2114
1410	friendWith	1567
439	createdTag	2740
317	friendWith	1625
128	friendWith	1115
1856	friendWith	527
312	friendWith	274
1311	friendWith	236
1263	friendWith	830
743	createdTag	2406
405	createdTag	2139
219	friendWith	1188
966	friendWith	830
1664	createdTag	2812
727	createdTag	6025
311	friendWith	346
1709	friendWith	2036
129	friendWith	1300
691	friendWith	1722
397	friendWith	124
1481	friendWith	5
1020	friendWith	896
753	friendWith	1978
399	friendWith	1478
1184	friendWith	542
800	friendWith	541
1296	friendWith	80
1356	friendWith	1895
1573	friendWith	1075
819	friendWith	333
1146	friendWith	1682
503	friendWith	327
1900	createdTag	2181
439	createdTag	4740
390	friendWith	129
99	friendWith	575
1785	friendWith	1695
1682	createdTag	2179
941	friendWith	1825
984	friendWith	479
1491	friendWith	236
749	friendWith	1379
1634	createdTag	2285
604	createdTag	2953
439	createdTag	2192
390	friendWith	1184
383	friendWith	497
120	friendWith	1356
1567	friendWith	671
1106	friendWith	475
25	friendWith	1647
1080	createdTag	2338
1202	createdTag	2446
543	createdTag	2178
1226	friendWith	572
1588	friendWith	212
397	friendWith	1103
1522	createdTag	2185
815	friendWith	1301
1832	createdTag	2762
1283	createdTag	10403
778	friendWith	545
1053	friendWith	375
2048	friendWith	1274
470	friendWith	1564
1466	createdTag	2316
439	createdTag	2202
1525	friendWith	1453
419	friendWith	1478
1301	friendWith	1255
557	createdTag	2187
1860	createdTag	2191
481	friendWith	260
1274	friendWith	1625
1597	friendWith	517
1478	friendWith	1337
1879	createdTag	2486
831	friendWith	1956
936	createdTag	3373
219	friendWith	1130
726	friendWith	146
1706	friendWith	1752
931	createdTag	2191
2077	friendWith	753
800	friendWith	459
1726	friendWith	12
1210	friendWith	788
380	createdTag	2267
688	friendWith	1614
972	createdTag	2132
645	friendWith	1271
1835	createdTag	2118
863	friendWith	1831
922	createdTag	2126
1461	createdTag	2139
1087	friendWith	513
339	friendWith	2087
684	friendWith	1869
545	friendWith	1666
2095	createdTag	14739
1177	createdTag	5910
1926	createdTag	2124
1973	friendWith	1965
1263	createdTag	2139
439	friendWith	116
1230	friendWith	584
302	friendWith	875
1324	friendWith	71
756	createdTag	2173
675	friendWith	490
355	friendWith	1178
1145	friendWith	256
1254	createdTag	2524
1905	friendWith	1384
73	createdTag	3062
674	friendWith	302
12	friendWith	730
1748	friendWith	1603
1568	friendWith	339
1466	friendWith	49
449	friendWith	877
955	createdTag	8463
227	createdTag	2608
196	createdTag	2184
2018	friendWith	717
575	friendWith	183
1378	friendWith	1764
395	createdTag	2105
470	friendWith	536
1702	createdTag	2172
831	friendWith	22
129	friendWith	732
1455	friendWith	851
1443	friendWith	1833
322	friendWith	1742
1013	friendWith	2004
133	friendWith	1559
572	friendWith	808
638	friendWith	1535
500	friendWith	1888
752	createdTag	2306
806	friendWith	1135
1154	friendWith	831
1189	friendWith	258
521	friendWith	1662
343	friendWith	1281
78	friendWith	802
104	createdTag	2101
1616	friendWith	852
814	createdTag	2230
242	friendWith	130
952	friendWith	1508
8	friendWith	419
2021	createdTag	7386
1489	friendWith	1773
555	friendWith	1102
1277	friendWith	655
1177	createdTag	9743
529	createdTag	3638
439	createdTag	5636
49	createdTag	2819
101	friendWith	202
1597	friendWith	1573
481	friendWith	1688
625	createdTag	2178
1272	friendWith	1959
247	friendWith	2039
1380	createdTag	2612
1343	friendWith	1800
884	friendWith	1132
717	friendWith	424
1253	friendWith	472
815	friendWith	1437
1478	friendWith	1290
499	friendWith	520
1773	createdTag	5283
317	createdTag	2124
936	createdTag	2287
1948	createdTag	2456
322	friendWith	1503
1153	friendWith	1094
16	friendWith	2068
2005	createdTag	2227
271	friendWith	1471
1342	friendWith	1923
1173	friendWith	959
884	friendWith	256
1202	createdTag	9900
339	friendWith	16
1316	friendWith	368
390	friendWith	30
396	friendWith	859
545	createdTag	2209
1999	friendWith	139
1705	createdTag	3310
636	friendWith	481
621	friendWith	302
1125	friendWith	2025
1032	createdTag	2929
2021	createdTag	10550
1300	friendWith	1429
966	friendWith	1808
925	friendWith	1229
157	friendWith	489
49	friendWith	253
1553	friendWith	2042
426	friendWith	1885
1700	createdTag	4436
1367	friendWith	831
190	friendWith	78
1193	createdTag	2178
317	friendWith	1635
683	createdTag	4480
812	createdTag	3106
43	friendWith	1491
816	friendWith	1820
2037	friendWith	1895
1351	createdTag	2209
1275	friendWith	1554
387	friendWith	1653
717	friendWith	1034
1114	friendWith	143
2020	friendWith	1580
439	createdTag	5657
1358	createdTag	3897
692	createdTag	2835
684	friendWith	713
1832	createdTag	2824
1662	friendWith	617
312	friendWith	1895
1339	friendWith	2008
1895	friendWith	1445
858	friendWith	260
439	createdTag	5644
812	createdTag	2101
370	createdTag	2118
1749	friendWith	514
1977	createdTag	2187
127	friendWith	51
1346	createdTag	2406
780	friendWith	609
1759	createdTag	2310
91	friendWith	78
58	createdTag	2871
1935	createdTag	2179
1132	friendWith	302
888	friendWith	691
558	friendWith	732
730	friendWith	1898
171	createdTag	2179
392	createdTag	2124
1543	friendWith	1709
2017	friendWith	1597
143	friendWith	1981
545	createdTag	2278
696	friendWith	114
142	friendWith	1991
73	createdTag	3063
815	friendWith	1687
691	friendWith	1455
1659	friendWith	1135
1894	friendWith	778
1491	friendWith	531
905	createdTag	2489
972	createdTag	2147
842	friendWith	1060
1476	friendWith	815
516	friendWith	1274
1879	friendWith	1283
1267	createdTag	2294
1564	friendWith	1829
884	friendWith	203
1185	createdTag	2118
890	friendWith	1586
2088	friendWith	1918
494	friendWith	878
1771	friendWith	486
1056	friendWith	45
1600	friendWith	1503
1472	friendWith	1210
749	friendWith	636
2020	friendWith	1453
378	friendWith	499
1337	friendWith	717
419	friendWith	1135
1975	createdTag	2227
848	friendWith	280
1263	friendWith	421
1914	createdTag	2950
1001	friendWith	621
532	friendWith	247
1845	createdTag	2139
1757	createdTag	3337
593	friendWith	930
1342	friendWith	83
1527	createdTag	2184
12	createdTag	2298
1342	createdTag	2133
2003	createdTag	2708
1577	friendWith	1706
1632	friendWith	1179
1721	friendWith	296
1441	createdTag	2173
1696	createdTag	2175
2006	friendWith	1975
795	friendWith	1102
467	friendWith	831
804	friendWith	609
1918	friendWith	655
1670	friendWith	1358
339	friendWith	759
1568	friendWith	966
1104	friendWith	1600
895	friendWith	789
1444	createdTag	2278
877	friendWith	1627
697	createdTag	2926
925	friendWith	1789
852	friendWith	1961
1223	createdTag	2234
1088	createdTag	2280
78	createdTag	3101
643	createdTag	2133
61	createdTag	2292
1832	friendWith	1339
1332	friendWith	229
658	friendWith	628
99	friendWith	210
911	friendWith	1053
1360	friendWith	1500
1056	friendWith	941
403	createdTag	2118
1605	createdTag	2230
1742	friendWith	1053
914	createdTag	2485
1895	friendWith	2068
1230	friendWith	2051
393	friendWith	1707
1628	friendWith	1742
17	friendWith	330
686	createdTag	2295
922	createdTag	4011
1895	friendWith	361
21	createdTag	2471
232	friendWith	1961
731	friendWith	1879
253	friendWith	905
972	createdTag	8545
583	createdTag	2102
150	friendWith	421
527	friendWith	240
1851	createdTag	2209
1759	createdTag	2310
1593	friendWith	691
1210	friendWith	1454
618	friendWith	1650
831	friendWith	888
1600	friendWith	502
127	friendWith	1664
1144	createdTag	2545
1541	friendWith	275
1312	friendWith	1107
1410	friendWith	1628
850	friendWith	777
919	createdTag	2114
31	createdTag	2385
545	friendWith	1682
142	createdTag	2279
1662	createdTag	2627
1420	friendWith	655
921	createdTag	2133
260	friendWith	143
1491	friendWith	1852
936	createdTag	2147
1104	createdTag	2139
439	createdTag	5660
642	friendWith	1347
403	createdTag	2454
282	createdTag	2487
1507	friendWith	1996
50	friendWith	831
1774	createdTag	3465
940	friendWith	1711
130	friendWith	340
581	friendWith	1895
844	createdTag	2118
1226	friendWith	2038
548	createdTag	2227
659	createdTag	6821
1557	createdTag	2147
2033	friendWith	280
1706	createdTag	2118
503	friendWith	1471
249	createdTag	2230
678	friendWith	1941
2096	createdTag	14742
1832	createdTag	2329
298	friendWith	18
571	friendWith	207
972	createdTag	8545
531	friendWith	214
1662	friendWith	749
1533	friendWith	797
503	friendWith	129
1403	createdTag	2227
571	friendWith	329
1002	friendWith	474
202	friendWith	84
1841	friendWith	753
2004	friendWith	1013
395	createdTag	2191
514	friendWith	1503
1229	friendWith	1401
330	friendWith	152
158	friendWith	1803
1820	friendWith	816
470	createdTag	2306
1892	friendWith	1213
1209	friendWith	2
1514	friendWith	371
1662	friendWith	911
439	createdTag	5634
998	friendWith	1664
1108	createdTag	9356
285	friendWith	678
1553	createdTag	2230
831	friendWith	224
1025	createdTag	2173
1533	friendWith	1535
1367	friendWith	1362
1281	friendWith	1402
407	friendWith	64
2055	friendWith	161
903	friendWith	203
1846	createdTag	2329
66	createdTag	2992
753	friendWith	121
1800	createdTag	2118
1780	friendWith	999
1783	createdTag	2176
1554	friendWith	471
1824	createdTag	2173
643	createdTag	4708
1097	createdTag	2338
439	createdTag	2328
669	friendWith	1135
1552	friendWith	162
1652	friendWith	999
1635	createdTag	2487
539	friendWith	1835
929	friendWith	1644
274	friendWith	726
1661	createdTag	2269
1194	friendWith	725
1239	createdTag	2524
898	friendWith	1104
1879	friendWith	899
2064	createdTag	2230
1702	friendWith	157
1697	friendWith	508
1230	friendWith	1882
747	friendWith	198
415	friendWith	1001
298	friendWith	629
685	createdTag	2476
1318	friendWith	253
655	friendWith	1179
520	friendWith	1835
807	friendWith	1706
1570	createdTag	2179
1380	createdTag	2476
2014	createdTag	14309
150	friendWith	514
1874	createdTag	2203
675	friendWith	917
2046	createdTag	2107
1451	friendWith	1973
1072	friendWith	1033
1517	friendWith	1034
1792	createdTag	2175
253	friendWith	589
229	createdTag	2107
1128	friendWith	2031
